Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs
cosmetics,SKU33,52.827457,42.94051,493.56494,6989.953,Male,-16.826038,26.548895,74.42781,4.0451794,Carrier B,4.0414133,Supplier 4,Kolkata,-9.003874,409.32904,19.897923,69.7935,Fail,3.9191594,Road,Route A,388.85425
cosmetics,SKU40,51.312603,39.931633,246.4869,9044.488,Male,-32.450047,21.620447,63.333157,3.7499323,Carrier A,4.4199343,Supplier 5,Chennai,-5.236227,373.78528,18.47261,96.48347,Fail,5.3112273,Road,Route A,449.2229
haircare,SKU59,41.121067,41.256157,297.30573,6695.218,Non-binary,54.361855,13.885621,38.028103,3.239894,Carrier A,6.163769,Supplier 4,Chennai,14.580292,457.33252,19.648119,80.311584,Pass,2.0876155,Air,Route A,814.0938
cosmetics,SKU53,40.52208,80.87687,420.1923,5880.474,Non-binary,0.9495959,27.90465,40.60796,4.001855,Carrier A,3.0692677,Supplier 3,Bangalore,-10.789555,403.4807,25.684967,92.0563,Fail,3.4986002,Road,Route A,523.3987
cosmetics,SKU46,51.920048,30.983114,134.11299,9998.479,Female,-14.077179,19.046627,40.97975,2.9943347,Carrier A,5.5914187,Supplier 5,Chennai,9.064219,395.90753,16.945736,102.164444,Fail,4.9422297,Rail,Route A,661.3516
cosmetics,SKU38,53.907227,31.484129,82.757454,11501.783,Female,-53.121357,21.075775,46.996407,2.350059,Carrier A,4.7845426,Supplier 5,Bangalore,-2.7954426,344.99457,16.398788,126.47181,Fail,5.8456173,Road,Route A,589.6586
cosmetics,SKU13,59.15079,44.250603,617.73895,6275.029,Male,-45.817043,31.885391,88.88549,3.0756385,Carrier B,2.533222,Supplier 5,Kolkata,-27.606333,353.91833,23.723824,77.30324,Fail,4.2199683,Sea,Route A,273.88162
skincare,SKU64,41.85188,75.52571,468.52283,6863.523,Non-binary,37.431705,22.7799,34.516003,5.0314937,Carrier A,5.728992,Supplier 3,Kolkata,5.832412,712.2017,25.01527,68.01425,Pass,0.9338834,Rail,Route A,576.6643
cosmetics,SKU29,52.858543,38.223186,149.5832,11299.361,Male,-79.89782,25.003168,64.20329,2.439756,Carrier A,2.8721383,Supplier 5,Bangalore,-13.475624,263.18707,18.090248,128.80365,Fail,6.7564816,Road,Route A,472.22
cosmetics,SKU43,56.07567,47.95386,390.07703,6690.3726,Male,-24.210606,24.60384,65.48105,3.5530581,Carrier B,3.3561156,Supplier 4,Chennai,-8.631983,355.38397,20.766436,78.76539,Fail,4.8064337,Road,Route A,483.04257
haircare,SKU51,48.34813,41.30921,282.72543,7246.152,Male,22.751825,18.425516,45.819878,4.4938574,Carrier B,4.803625,Supplier 4,Delhi,11.751448,419.5903,18.218195,67.11868,Fail,3.5762494,Rail,Route A,580.3444
cosmetics,SKU37,51.195087,32.50789,228.39136,8859.094,Male,-11.570766,17.862165,47.4454,2.9653556,Carrier A,4.585073,Supplier 5,Chennai,8.011,402.5143,17.55101,106.8498,Fail,4.6465735,Rail,Route A,612.9052
haircare,SKU44,71.54149,26.552433,1103.0774,9693.678,Unknown,21.975237,15.362531,48.665928,6.5839796,Carrier A,6.684106,Supplier 5,Mumbai,7.2778463,858.8739,24.616589,60.032257,Pending,0.92072535,Rail,Route A,417.49313
cosmetics,SKU31,48.60094,37.65078,529.1159,6777.555,Non-binary,-16.030159,24.260292,79.69498,4.252219,Carrier B,4.331755,Supplier 4,Kolkata,-7.8392906,443.35562,20.11477,57.392853,Fail,3.9639795,Sea,Route A,372.16702
haircare,SKU50,48.895264,32.16757,296.6914,7777.9746,Male,23.805202,16.394007,43.274532,4.501448,Carrier B,5.224108,Supplier 4,Delhi,17.690409,408.79916,17.324186,63.62633,Fail,3.5171123,Rail,Route A,624.43604
cosmetics,SKU27,50.52404,38.89753,475.80063,7126.0464,Male,-34.667973,27.521667,79.15502,3.8470566,Carrier B,3.7713583,Supplier 5,Delhi,-10.992531,358.1323,20.207115,70.443214,Fail,4.597668,Road,Route A,410.40222
haircare,SKU52,47.741573,35.601276,326.6215,7579.8467,Male,33.583874,14.963127,48.503918,4.3939176,Carrier B,5.617679,Supplier 4,Delhi,15.85171,450.70963,18.514664,78.361565,Pass,3.2269678,Rail,Route A,647.6347
haircare,SKU57,48.721848,44.977512,323.369,7620.6494,Male,32.03569,18.984425,37.230247,4.170391,Carrier B,4.6801844,Supplier 4,Delhi,10.212451,417.9523,18.19085,68.82498,Fail,2.8904185,Rail,Route A,597.7454
cosmetics,SKU52,52.09725,42.865253,389.41077,7151.815,Male,23.549164,20.795053,49.649536,4.6621327,Carrier B,4.852338,Supplier 4,Kolkata,8.103636,443.96014,19.027916,57.966957,Fail,3.37111,Road,Route A,539.6116
haircare,SKU60,44.267155,39.401405,237.3311,9448.086,Male,-3.1489148,16.340038,28.525719,2.715021,Carrier A,5.269941,Supplier 5,Chennai,5.6808634,364.69702,18.69645,106.95463,Fail,3.8290193,Rail,Route A,692.0943
cosmetics,SKU41,52.993748,36.470726,162.84126,9777.898,Male,-19.704235,20.528006,49.415386,3.475314,Carrier B,5.0292,Supplier 5,Chennai,3.9435196,377.50812,17.385178,98.141426,Fail,5.080712,Rail,Route A,561.5509
cosmetics,SKU36,52.967396,27.250406,23.150919,10180.321,Male,-37.15694,19.965025,54.06728,3.0797882,Carrier A,4.404698,Supplier 5,Bangalore,1.3691331,321.5603,17.09043,113.03209,Fail,6.0639234,Rail,Route A,587.9575
haircare,SKU60,47.304764,69.373856,319.20572,8143.7373,Male,13.65546,20.302416,31.663534,4.037802,Carrier A,4.8115706,Supplier 3,Chennai,2.755539,456.6903,20.307291,107.52695,Fail,2.668072,Rail,Route A,580.8381
skincare,SKU79,44.755848,101.03976,304.63068,7965.525,Unknown,13.949257,25.974932,22.61287,2.2924714,Carrier A,6.450654,Supplier 4,Chennai,-2.5419579,828.7196,29.634508,142.37727,Fail,1.3262516,Air,Route A,582.8924
cosmetics,SKU29,66.84754,31.107447,396.39502,13266.194,Female,-64.14855,18.740702,71.08544,2.9263885,Carrier A,6.306194,Supplier 5,Kolkata,-10.813158,514.609,20.317152,127.90829,Fail,5.853654,Road,Route A,429.9997
cosmetics,SKU50,48.11975,68.661934,383.3203,7855.813,Male,-9.154083,25.152973,37.27663,3.51546,Carrier A,4.172921,Supplier 4,Delhi,-8.036028,432.46176,21.198368,105.534676,Fail,3.0135562,Road,Route A,414.00684
haircare,SKU48,54.000137,46.691803,618.6871,8175.412,Non-binary,4.8441653,21.876303,63.004387,5.250329,Carrier B,6.097582,Supplier 4,Mumbai,1.1062032,600.7678,26.028528,73.92785,Pass,2.5917015,Rail,Route A,452.87076
cosmetics,SKU49,51.799454,45.483635,472.36334,8255.987,Non-binary,-0.446938,16.047668,60.91759,5.492853,Carrier B,5.405671,Supplier 4,Mumbai,3.1351662,537.92126,19.456364,76.25265,Fail,3.5734456,Road,Route A,408.42087
cosmetics,SKU21,57.227413,33.329792,577.0958,6413.212,Non-binary,-46.85718,32.791763,90.076904,3.602255,Carrier B,3.0099647,Supplier 5,Delhi,-19.087622,340.75336,20.451273,66.15311,Fail,4.4662585,Sea,Route A,363.8196
cosmetics,SKU35,49.95698,44.887974,543.7198,8821.844,Male,-21.319736,22.380413,76.38173,4.885284,Carrier B,4.652397,Supplier 5,Kolkata,-5.674412,451.00735,18.809992,70.36111,Fail,4.287393,Road,Route A,354.66187
cosmetics,SKU38,51.121822,42.753025,457.02185,7661.894,Male,-13.429569,23.044197,72.62384,4.4431906,Carrier B,4.4612007,Supplier 5,Kolkata,-4.9787483,428.35098,18.197271,67.38712,Fail,4.269328,Road,Route A,403.2572
cosmetics,SKU44,53.565628,43.85208,204.84447,8727.54,Male,-19.84795,21.49288,54.962547,3.8416252,Carrier A,5.320469,Supplier 5,Chennai,1.5032007,405.927,18.135881,97.1506,Fail,4.890915,Road,Route A,520.07855
cosmetics,SKU37,49.744846,47.972942,443.51395,7161.0537,Male,-13.962162,24.034018,74.21395,4.873831,Carrier B,3.1320403,Supplier 5,Delhi,-2.9926891,387.8958,18.380022,64.79876,Fail,4.504664,Road,Route A,463.37354
cosmetics,SKU47,45.37535,36.053375,251.39394,8088.706,Male,-7.8481984,16.83868,52.293438,4.0880165,Carrier B,4.7205086,Supplier 5,Chennai,6.0998383,409.8417,18.121964,84.01881,Fail,4.729596,Road,Route A,568.388
cosmetics,SKU45,45.710323,66.05825,315.67496,6135.1797,Non-binary,-11.875965,24.275501,58.10314,3.1191566,Carrier A,2.5193872,Supplier 4,Chennai,-14.139629,344.88272,24.847263,93.20574,Fail,4.669553,Road,Route A,457.97375
cosmetics,SKU43,51.74498,28.538118,99.913185,10095.994,Male,-18.24657,18.030903,43.01304,2.9581487,Carrier A,5.3229637,Supplier 5,Chennai,7.410386,377.95236,16.433283,109.17479,Fail,5.3439364,Rail,Route A,621.27454
cosmetics,SKU49,51.25786,34.444954,280.29276,9067.114,Male,-7.5264974,20.7246,47.455242,3.73824,Carrier B,4.8617797,Supplier 4,Delhi,4.9220886,383.87088,18.035109,77.07656,Fail,4.382118,Road,Route A,560.76965
haircare,SKU50,53.19622,28.626045,193.84456,8529.741,Male,8.211391,18.121851,44.26615,4.0285892,Carrier B,5.6843653,Supplier 4,Delhi,12.592977,427.00888,17.039598,81.46708,Fail,4.422868,Rail,Route A,626.5326
cosmetics,SKU42,52.146523,36.963886,508.36554,5955.244,Non-binary,3.5120654,25.941624,64.606346,4.1093497,Carrier B,3.9231308,Supplier 4,Kolkata,-3.516117,385.25064,19.939522,48.596363,Fail,3.413744,Road,Route A,474.8747
haircare,SKU7,42.66081,101.41969,172.27742,7688.261,Male,-13.718483,21.754303,52.037342,4.717492,Carrier A,2.32672,Supplier 3,Bangalore,-6.1812706,283.06042,17.76833,149.2653,Fail,3.2089126,Rail,Route A,665.02936
cosmetics,SKU0,57.222977,37.793747,699.16626,6754.5366,Non-binary,-75.74108,36.121468,112.85269,2.6983345,Carrier B,2.726711,Supplier 5,Kolkata,-33.541714,299.7927,23.534811,74.415504,Fail,4.694459,Sea,Route A,197.46341
cosmetics,SKU40,55.03958,39.959267,456.11386,6295.54,Non-binary,-3.3081365,25.253225,64.02025,4.2476654,Carrier B,4.098319,Supplier 4,Delhi,-3.023159,404.73193,21.21476,60.398853,Fail,3.8630347,Road,Route A,514.0263
cosmetics,SKU44,53.575504,41.759766,202.55226,9085.781,Male,-12.955517,21.894558,50.536163,3.5740774,Carrier B,4.3736286,Supplier 5,Chennai,4.3543835,353.25223,17.347586,92.50516,Fail,4.661786,Road,Route A,555.7293
haircare,SKU46,42.202778,32.783047,332.76752,6588.71,Male,34.851707,14.660732,46.119427,4.9828467,Carrier B,5.800897,Supplier 4,Delhi,17.811434,493.37466,18.202585,66.07814,Pass,3.1310942,Rail,Route A,612.8666
cosmetics,SKU43,55.249245,36.93787,167.40196,10363.134,Male,-22.500324,20.144094,47.332653,3.1050406,Carrier A,5.476292,Supplier 5,Chennai,1.520568,414.20325,17.440063,110.48022,Fail,5.077183,Road,Route A,546.31464
haircare,SKU58,45.33243,52.021835,480.19186,6196.414,Non-binary,44.03936,20.311794,47.70487,5.1310844,Carrier B,4.970386,Supplier 3,Kolkata,7.4394264,495.47424,19.168774,50.821186,Pass,2.5821197,Road,Route B,521.7433
haircare,SKU51,48.738495,40.132423,294.80338,7600.313,Male,23.475863,18.22758,45.26149,4.567376,Carrier B,5.0223975,Supplier 4,Delhi,13.946239,404.98148,16.60849,66.31286,Fail,3.3174987,Rail,Route A,585.6955
cosmetics,SKU39,55.4644,40.603214,400.754,6949.305,Male,-18.093632,25.586573,67.581276,4.1650043,Carrier B,3.9904652,Supplier 4,Delhi,-4.7433586,383.8815,19.354336,69.40756,Fail,4.3558373,Road,Route A,459.69678
cosmetics,SKU38,50.071487,82.48928,93.91529,10011.085,Female,-72.65043,21.829948,80.87576,3.750176,Carrier A,1.315897,Supplier 5,Bangalore,-16.729078,192.5651,15.296071,166.51955,Fail,5.788048,Road,Route A,617.2786
cosmetics,SKU33,50.56676,39.009598,515.8621,6907.3516,Non-binary,-21.677288,24.12372,81.38209,4.212405,Carrier B,4.156426,Supplier 4,Kolkata,-8.033173,417.99875,18.88537,60.46006,Fail,4.2607293,Sea,Route A,397.88675
cosmetics,SKU38,49.37302,36.700188,519.76184,6009.3535,Non-binary,-4.9188924,25.642439,70.449005,4.224115,Carrier B,4.00346,Supplier 4,Kolkata,-4.4383907,400.05365,19.777672,49.96919,Fail,3.7051303,Road,Route A,458.5772
haircare,SKU50,52.418335,44.276497,337.91843,7365.276,Male,20.583467,20.852907,49.69667,4.5595183,Carrier B,4.796013,Supplier 4,Delhi,8.963708,421.82736,18.073349,68.60864,Fail,3.1664505,Rail,Route A,570.7209
haircare,SKU56,47.80479,37.07674,607.113,6850.52,Non-binary,52.07695,15.390386,38.062386,5.891182,Carrier B,5.2205467,Supplier 4,Kolkata,14.77664,567.544,18.633718,47.022495,Pass,2.2119474,Rail,Route A,535.81946
cosmetics,SKU3,46.44059,45.77388,550.43463,7425.2646,Male,-7.699063,26.662012,68.33142,3.1982675,Carrier B,3.988965,Supplier 4,Mumbai,-11.118998,421.21637,22.787521,71.72055,Fail,2.8270895,Road,Route B,266.12726
skincare,SKU54,38.229942,39.38818,442.0206,5655.3125,Non-binary,54.339336,10.33419,30.93919,3.8774185,Carrier A,5.6752443,Supplier 3,Chennai,26.09448,604.7962,18.608461,68.284195,Pending,2.624656,Rail,Route A,786.55133
cosmetics,SKU35,39.065296,43.23253,541.9499,6619.255,Non-binary,-12.32016,22.159449,79.83561,4.342521,Carrier B,3.6925485,Supplier 4,Kolkata,-6.003332,445.5258,22.600754,62.853546,Fail,4.164291,Road,Route A,346.14273
cosmetics,SKU41,54.763836,40.912636,376.64755,7753.946,Male,-11.745468,25.19814,62.38488,3.6695805,Carrier B,3.9615803,Supplier 5,Delhi,-4.2633038,360.45175,19.650824,77.017204,Fail,4.359075,Road,Route A,475.65985
cosmetics,SKU26,49.624268,36.669533,574.9044,6352.7017,Non-binary,-27.75819,27.275694,88.94575,3.8648825,Carrier B,3.7477136,Supplier 4,Kolkata,-12.7824135,391.12476,20.554287,56.725563,Fail,4.132749,Sea,Route A,366.42706
haircare,SKU51,50.04228,42.068516,416.99982,7859.9956,Male,23.74496,18.85533,49.832703,5.0242147,Carrier B,5.300774,Supplier 4,Kolkata,10.094759,469.71536,17.967178,57.270947,Pass,3.1804118,Road,Route A,519.95435
haircare,SKU55,44.797028,45.230007,407.6965,6031.6714,Non-binary,37.052967,19.163849,48.22371,5.4238667,Carrier B,4.7837353,Supplier 4,Kolkata,11.087666,481.41055,17.91153,49.394066,Pass,2.7095068,Rail,Route B,525.1741
cosmetics,SKU47,47.005722,54.039356,384.90836,6520.832,Non-binary,-2.8189511,22.260578,52.976917,4.257115,Carrier B,3.7462764,Supplier 4,Delhi,-3.4363213,412.30447,20.828358,75.247635,Fail,3.885861,Road,Route A,463.3093
cosmetics,SKU41,50.24474,41.08658,547.53204,6564.8364,Non-binary,21.756603,20.468222,61.798084,5.3091707,Carrier B,4.578528,Supplier 4,Kolkata,3.4700909,465.3443,20.407589,48.38238,Fail,3.0447085,Road,Route A,487.9974
haircare,SKU56,52.14604,50.154778,381.32474,7981.145,Non-binary,14.655487,23.775,50.807064,4.0498676,Carrier B,4.770852,Supplier 4,Delhi,2.013708,427.52185,21.938581,85.04048,Fail,2.9297006,Rail,Route A,569.95715
cosmetics,SKU40,46.632088,41.623875,557.1017,6288.595,Non-binary,13.429783,23.415545,66.87997,4.5916,Carrier B,4.407197,Supplier 4,Kolkata,-1.249647,475.75354,19.74584,47.868946,Fail,2.940943,Road,Route B,416.10715
cosmetics,SKU36,61.010162,47.345413,-55.482105,11566.532,Female,-50.747913,19.759487,49.372185,2.1678472,Carrier A,4.4708357,Supplier 5,Bangalore,1.896432,312.40582,14.897632,168.21936,Fail,5.3025513,Rail,Route A,840.21094
cosmetics,SKU33,54.43558,48.37574,308.8907,8302.395,Male,-42.12286,27.422152,71.15015,3.5784209,Carrier B,2.9160798,Supplier 5,Chennai,-9.931469,309.17047,19.122334,96.79205,Fail,5.299079,Road,Route A,438.96893
haircare,SKU60,45.651405,60.648014,360.93323,7538.138,Non-binary,36.336864,18.299412,29.405851,4.0301647,Carrier A,5.10432,Supplier 3,Chennai,9.95717,480.8106,18.685968,80.68308,Fail,2.0308013,Rail,Route A,649.5571
cosmetics,SKU38,55.691605,47.91223,541.86066,6839.01,Non-binary,3.6256366,26.6529,64.691536,4.347188,Carrier B,3.8144708,Supplier 4,Kolkata,-6.6705704,449.60385,21.299707,68.48187,Fail,3.0893729,Road,Route A,410.29547
haircare,SKU61,49.809856,49.304844,522.1049,6873.663,Non-binary,44.152885,17.970722,43.39973,5.864503,Carrier B,4.9277,Supplier 4,Kolkata,10.964736,501.6019,17.08122,49.869488,Pass,2.3254008,Road,Route A,511.28873
cosmetics,SKU37,52.22845,41.473206,416.5022,7402.654,Male,-13.012329,26.740406,62.896748,3.9924936,Carrier B,3.9578226,Supplier 4,Kolkata,-6.7190704,363.98965,20.056734,72.60725,Fail,3.6187818,Road,Route A,402.73163
cosmetics,SKU39,47.479713,48.61582,477.2228,6483.207,Male,19.92602,23.97142,61.688858,4.4090486,Carrier B,4.2092767,Supplier 4,Kolkata,-2.1757412,469.02817,20.531338,59.032257,Fail,2.5897632,Road,Route B,368.31918
haircare,SKU51,54.32195,52.837353,464.70398,7912.4326,Male,16.504972,16.511393,51.01313,5.418642,Carrier B,5.5169635,Supplier 4,Kolkata,6.740693,580.827,19.907625,80.5534,Fail,2.9251382,Road,Route A,461.41342
haircare,SKU51,45.451984,30.166224,236.6153,8224.381,Male,18.062048,12.930661,42.298138,3.66211,Carrier A,5.811453,Supplier 4,Delhi,16.14588,382.39447,17.585218,76.69329,Pass,3.5498421,Rail,Route A,703.1391
haircare,SKU34,42.064663,27.630709,236.40672,8052.0596,Male,6.7519565,15.299567,44.419598,3.776168,Carrier A,6.147125,Supplier 5,Chennai,11.019195,511.80475,17.391455,114.504005,Fail,4.2900553,Rail,Route A,670.25525
cosmetics,SKU46,51.047043,51.691498,347.11356,7777.051,Male,1.180099,23.782578,46.60306,3.58519,Carrier B,4.577497,Supplier 4,Delhi,-1.5079783,412.77994,18.820919,89.59691,Fail,3.449313,Road,Route A,443.06296
cosmetics,SKU51,61.841682,24.567778,90.79673,10125.033,Male,-22.940884,16.546276,47.09592,3.333134,Carrier A,6.37985,Supplier 5,Delhi,2.3043642,555.07007,19.391914,139.06189,Fail,5.865091,Rail,Route A,616.59894
cosmetics,SKU0,73.625175,45.61058,1020.38336,7226.203,Non-binary,-119.77625,42.094627,139.28847,2.1026049,Carrier B,2.1042717,Supplier 5,Mumbai,-55.281197,333.34772,29.691711,84.07349,Fail,4.548999,Sea,Route B,-42.923775
cosmetics,SKU32,56.23878,37.505016,463.60587,6708.1934,Non-binary,-40.416584,26.808952,81.51166,3.6983154,Carrier B,3.879126,Supplier 5,Delhi,-11.789011,383.96027,19.039873,72.0223,Fail,4.8707743,Sea,Route A,404.6999
haircare,SKU52,56.51632,42.059032,270.9538,8342.651,Male,12.918049,16.743082,42.98546,4.3326015,Carrier A,5.0539145,Supplier 4,Delhi,8.830873,455.7817,17.017706,96.67298,Fail,3.4941378,Rail,Route A,569.2467
cosmetics,SKU52,50.70716,46.156044,169.00685,9356.012,Male,1.1999621,19.842096,40.24506,3.2380953,Carrier A,4.2246804,Supplier 5,Chennai,7.0543194,320.45175,17.402498,97.54624,Fail,3.9442859,Rail,Route A,626.31287
cosmetics,SKU48,57.09914,60.891254,54.712048,10376.567,Female,-41.71928,20.427368,50.35752,2.793815,Carrier A,3.6208448,Supplier 5,Bangalore,-1.6080855,299.06216,15.735597,141.947,Fail,4.742427,Rail,Route A,714.61694
cosmetics,SKU47,47.248924,53.550518,405.37997,7211.493,Non-binary,13.149143,21.020823,58.16489,5.064391,Carrier B,4.613331,Supplier 4,Delhi,3.73845,465.85947,18.449602,68.71147,Fail,3.4084692,Road,Route A,439.5723
cosmetics,SKU38,52.19709,48.73319,551.32214,5708.873,Non-binary,-12.476704,29.575918,64.39367,3.7126133,Carrier B,3.233102,Supplier 4,Kolkata,-11.84605,389.00967,22.006155,67.9413,Fail,3.6027153,Road,Route A,397.74002
haircare,SKU55,47.926033,47.334293,219.0902,8622.693,Male,5.7232814,17.37163,39.487907,3.4922588,Carrier A,4.297649,Supplier 4,Chennai,9.532518,362.2664,17.62018,98.53109,Fail,3.5796053,Rail,Route A,675.5657
haircare,SKU55,45.246925,50.644344,404.95886,6486.0645,Male,38.03466,17.35792,45.13257,5.5953994,Carrier B,5.1302505,Supplier 3,Kolkata,11.325304,532.3657,19.432278,58.93271,Pass,2.6268134,Rail,Route B,523.8562
skincare,SKU71,29.042976,133.95793,354.9898,6754.727,Unknown,40.176315,28.059986,-0.61697125,4.4759283,Carrier A,3.761596,Supplier 2,Chennai,-7.1411304,635.3929,25.83985,136.82086,Pass,-0.9544375,Air,Route A,472.25208
haircare,SKU57,41.89501,47.238106,394.99026,5684.158,Non-binary,63.625866,16.552572,35.620693,4.9468813,Carrier A,5.761081,Supplier 3,Delhi,11.441339,533.5833,18.996017,62.297997,Pass,1.6400828,Rail,Route B,633.4275
cosmetics,SKU44,49.12367,42.56366,409.0261,6849.4175,Male,-1.2152867,22.603636,65.507774,4.298823,Carrier B,4.2128005,Supplier 4,Delhi,-0.9713592,405.8083,18.245615,61.866703,Fail,3.9229693,Road,Route A,458.0039
cosmetics,SKU25,57.400173,37.0676,467.3285,7850.1045,Male,-63.902096,28.83854,97.46566,3.601934,Carrier B,3.3941429,Supplier 5,Delhi,-20.615625,316.98206,18.71183,77.37375,Fail,5.5472007,Sea,Route A,352.00977
skincare,SKU70,35.248577,102.58844,321.50922,7576.267,Unknown,37.573776,25.961227,15.542586,4.608986,Carrier A,4.8765717,Supplier 3,Bangalore,3.1287727,573.2376,22.584173,106.21071,Fail,0.17658016,Air,Route A,728.8579
cosmetics,SKU48,50.825222,42.209293,369.26703,6994.1494,Male,11.5783615,21.693415,53.65583,4.696198,Carrier B,4.5372877,Supplier 4,Delhi,5.608119,411.5849,17.63227,60.434284,Fail,3.7063844,Road,Route A,518.89
haircare,SKU58,54.061653,58.791203,506.99512,7717.3027,Non-binary,40.463955,19.514843,44.052532,5.845728,Carrier B,4.944976,Supplier 3,Kolkata,9.376671,585.4197,18.274473,65.20979,Pass,1.8033372,Rail,Route A,525.6155
cosmetics,SKU45,51.84507,36.119087,249.76654,8812.088,Male,-3.0205922,19.957014,46.356293,3.8228421,Carrier B,5.092037,Supplier 5,Chennai,8.540936,381.1532,17.401281,84.33357,Fail,4.346668,Rail,Route A,583.637
cosmetics,SKU4,53.32487,43.03874,185.31053,9690.612,Male,-26.369991,21.63896,47.051605,3.259908,Carrier A,4.6282744,Supplier 5,Chennai,1.6765796,367.79407,16.627804,104.43036,Fail,4.944019,Road,Route A,570.8673
skincare,SKU76,35.21129,95.71637,322.78525,6423.472,Unknown,43.224503,26.800014,20.969263,4.0911674,Carrier A,5.653705,Supplier 3,Chennai,6.6994057,603.9002,25.274504,97.67686,Pass,0.84577894,Air,Route A,728.196
cosmetics,SKU18,54.021454,40.498272,748.46954,7075.336,Non-binary,-33.79678,28.392185,94.50311,3.761281,Carrier B,3.8858058,Supplier 4,Mumbai,-18.516882,444.62003,23.24524,55.40604,Fail,3.5988975,Sea,Route B,263.40652
haircare,SKU62,47.377216,46.56857,500.51163,6651.471,Non-binary,81.70368,20.721052,28.644878,5.3731127,Carrier A,5.7837157,Supplier 3,Delhi,12.018639,469.43207,18.281456,54.884212,Pass,1.2434256,Rail,Route A,682.3849
haircare,SKU53,40.45031,40.876125,274.8559,7035.8623,Male,21.422218,11.753715,42.934124,4.806298,Carrier A,4.998644,Supplier 4,Chennai,19.531727,483.3075,17.68753,82.85993,Pass,3.4103825,Rail,Route A,730.59033
haircare,SKU47,43.090378,32.321857,294.0326,7099.8193,Male,34.321423,13.600647,46.677135,4.181693,Carrier A,6.209848,Supplier 4,Delhi,14.370097,461.79315,20.03385,75.92773,Pass,3.1623466,Rail,Route A,652.65106
cosmetics,SKU2,57.86997,45.417477,273.66983,9480.967,Male,-87.71844,29.843788,82.22814,2.7815905,Carrier A,2.4749281,Supplier 5,Bangalore,-20.648886,255.3121,19.521948,115.11495,Fail,6.4069023,Sea,Route A,400.6222
haircare,SKU45,30.760508,36.19833,532.7139,5447.0327,Non-binary,72.0757,14.472978,35.300762,5.2834406,Carrier A,6.2374578,Supplier 4,Delhi,9.977727,666.2411,20.842112,82.86017,Pass,1.510517,Rail,Route B,592.6336
cosmetics,SKU19,58.07205,32.483795,531.5501,6872.829,Non-binary,-71.18127,31.91678,106.71078,3.2269218,Carrier B,2.7372763,Supplier 5,Delhi,-25.202242,306.09702,20.235056,74.04142,Fail,5.580122,Sea,Route A,333.09625
cosmetics,SKU30,57.80581,47.950314,741.10834,8238.148,Non-binary,-43.15668,21.403366,92.18698,5.87414,Carrier B,4.995017,Supplier 5,Mumbai,-13.491444,520.5836,24.362865,60.00779,Fail,4.367113,Sea,Route A,208.61566
haircare,SKU61,48.975216,55.914062,164.86458,9378.562,Male,-3.7776647,17.370007,35.09422,3.1020458,Carrier A,5.0845604,Supplier 4,Bangalore,4.9851923,403.53674,17.51888,126.564865,Fail,3.6901753,Rail,Route A,718.8205
cosmetics,SKU44,47.68022,46.444725,516.1666,6550.7324,Non-binary,22.072441,20.75682,62.414482,5.040499,Carrier B,4.573744,Supplier 4,Kolkata,3.0724287,506.2132,19.843828,50.237576,Fail,2.997252,Road,Route B,428.9018
cosmetics,SKU57,48.69161,45.09312,299.2027,6742.3003,Male,11.102753,19.338413,51.469883,4.397496,Carrier B,3.0892463,Supplier 4,Chennai,3.3637037,391.47964,20.15019,74.070564,Fail,4.039215,Road,Route A,576.07385
haircare,SKU51,45.446598,32.186337,435.80945,7422.8706,Male,46.23603,13.237042,41.200096,4.6195817,Carrier A,5.894868,Supplier 4,Delhi,12.64679,518.2642,21.783878,73.067924,Pass,2.035682,Rail,Route A,629.43396
haircare,SKU39,36.205868,23.070618,212.0187,6050.0923,Male,39.357315,12.317041,46.659065,4.3557835,Carrier A,6.295168,Supplier 4,Delhi,20.325676,467.08844,16.552792,78.019844,Fail,3.6430633,Rail,Route A,696.9229
cosmetics,SKU54,53.461758,67.53455,215.75267,8219.03,Male,-4.1450543,22.284946,56.438118,3.946498,Carrier A,3.5127432,Supplier 4,Bangalore,-0.322338,345.1918,18.129528,117.43228,Fail,3.726965,Rail,Route A,632.43176
haircare,SKU54,46.828106,57.32542,414.9695,6228.289,Male,44.48,18.515568,43.758797,5.4582233,Carrier B,5.267221,Supplier 3,Kolkata,8.59176,573.5868,19.617836,65.43448,Pass,2.1215649,Rail,Route B,491.65738
cosmetics,SKU31,57.383392,46.66895,367.04123,7833.8027,Male,-56.30972,25.394108,74.75386,3.596304,Carrier B,2.476277,Supplier 5,Chennai,-15.960623,324.35513,20.593426,90.69136,Fail,5.700566,Sea,Route A,429.72607
cosmetics,SKU2,54.8613,37.099117,582.31165,6101.7217,Non-binary,-38.214947,32.16019,92.25921,3.5760198,Carrier B,3.104943,Supplier 5,Kolkata,-19.334753,336.33096,20.455362,62.328167,Fail,4.16106,Sea,Route A,333.53552
